,Image ID,Length [nm],Confidence score,Average [nm],Standard Deviation [nm],Number Counted,Standard Error of Mean [nm],Number Density [nm^-2]
2372,7,32.5,0.483,,,,,
2373,7,10.4,0.48,,,,,
2374,7,18.7,0.478,,,,,
2375,7,9.7,0.478,,,,,
2376,7,13.5,0.477,,,,,
2377,7,21.4,0.477,,,,,
2378,7,15.9,0.476,,,,,
2379,7,12.4,0.475,,,,,
2380,7,18.7,0.475,,,,,
2381,7,21.4,0.474,,,,,
2382,7,15.9,0.471,,,,,
2383,7,21.4,0.47,,,,,
2384,7,15.9,0.468,,,,,
2385,7,15.9,0.467,,,,,
2386,7,28.0,0.465,,,,,
2387,7,13.1,0.465,,,,,
2388,7,18.7,0.463,,,,,
2389,7,9.7,0.462,,,,,
2390,7,31.8,0.462,,,,,
2391,7,33.2,0.461,,,,,
2392,7,15.9,0.459,,,,,
2393,7,26.9,0.458,,,,,
2394,7,40.8,0.456,,,,,
2395,7,13.1,0.454,,,,,
2396,7,21.4,0.452,,,,,
2397,7,24.2,0.451,,,,,
2398,7,14.5,0.45,,,,,
2399,7,15.9,0.449,,,,,
2400,7,15.9,0.449,,,,,
2401,7,21.4,0.447,,,,,
2402,7,15.9,0.446,,,,,
2403,7,16.6,0.444,,,,,
2404,7,13.1,0.443,,,,,
2405,7,30.6,0.441,,,,,
2406,7,15.9,0.44,,,,,
2407,7,15.9,0.439,,,,,
2408,7,35.4,0.437,,,,,
2409,7,29.7,0.435,,,,,
2410,7,21.4,0.434,,,,,
2411,7,24.2,0.432,,,,,
2412,7,13.1,0.431,,,,,
2413,7,13.1,0.431,,,,,
2414,7,22.8,0.43,,,,,
2415,7,29.7,0.43,,,,,
2416,7,11.1,0.429,,,,,
2417,7,69.7,0.429,,,,,
2418,7,13.1,0.428,,,,,
2419,7,18.7,0.426,,,,,
2420,7,18.0,0.424,,,,,
2421,7,18.7,0.42,,,,,
2422,7,13.1,0.42,,,,,
2423,7,22.1,0.419,,,,,
2424,7,24.2,0.419,,,,,
2425,7,7.6,0.418,,,,,
2426,7,9.7,0.412,,,,,
2427,7,35.2,0.409,,,,,
2428,7,15.9,0.407,,,,,
2429,7,15.9,0.405,,,,,
2430,7,13.1,0.402,,,,,
2431,7,21.4,0.4,,,,,
2432,7,15.9,0.4,,,,,
2433,7,20.1,0.399,,,,,
2434,7,15.2,0.399,,,,,
2435,7,52.4,0.397,,,,,
2436,7,15.2,0.396,,,,,
2437,7,21.4,0.395,,,,,
2438,7,21.4,0.394,,,,,
2439,7,15.9,0.393,,,,,
2440,7,18.7,0.391,,,,,
2441,7,18.7,0.391,,,,,
2442,7,15.9,0.391,,,,,
2443,7,17.3,0.388,,,,,
2444,7,12.4,0.388,,,,,
2445,7,24.2,0.387,,,,,
2446,7,15.9,0.386,,,,,
2447,7,21.4,0.384,,,,,
2448,7,18.7,0.384,,,,,
2449,7,12.4,0.384,,,,,
2450,7,22.7,0.383,,,,,
2451,7,15.9,0.382,,,,,
2452,7,21.4,0.381,,,,,
2453,7,29.7,0.378,,,,,
2454,7,29.0,0.378,,,,,
2455,7,18.7,0.377,,,,,
2456,7,39.4,0.376,,,,,
2457,7,13.1,0.375,,,,,
2458,7,19.3,0.375,,,,,
2459,7,9.7,0.375,,,,,
2460,7,21.4,0.374,,,,,
2461,7,14.1,0.372,,,,,
2462,7,20.7,0.372,,,,,
2463,7,13.1,0.371,,,,,
2464,7,35.2,0.37,,,,,
2465,7,18.7,0.369,,,,,
2466,7,25.6,0.369,,,,,
2467,7,36.1,0.368,,,,,
2468,7,20.7,0.367,,,,,
2469,7,24.2,0.367,,,,,
2470,7,13.1,0.366,,,,,
2471,7,18.0,0.364,,,,,
2472,7,13.1,0.363,,,,,
2473,7,15.9,0.363,,,,,
2474,7,18.7,0.363,,,,,
2475,7,41.2,0.361,,,,,
2476,7,24.2,0.359,,,,,
2477,7,13.1,0.359,,,,,
2478,7,9.7,0.359,,,,,
2479,7,7.6,0.357,,,,,
2480,7,15.9,0.357,,,,,
2481,7,44.1,0.355,,,,,
2482,7,20.7,0.355,,,,,
2483,7,10.4,0.354,,,,,
2484,7,24.2,0.353,,,,,
2485,7,21.4,0.351,,,,,
2486,7,18.7,0.35,,,,,
2487,7,13.1,0.35,,,,,
2488,7,15.9,0.349,,,,,
2489,7,38.0,0.349,,,,,
2490,7,16.6,0.349,,,,,
2491,7,15.2,0.348,,,,,
2492,7,21.4,0.347,,,,,
2493,7,13.1,0.346,,,,,
2494,7,38.0,0.346,,,,,
2495,7,15.2,0.344,,,,,
2496,7,18.7,0.344,,,,,
2497,7,13.1,0.343,,,,,
2498,7,15.2,0.342,,,,,
2499,7,21.4,0.341,,,,,
2500,7,20.7,0.339,,,,,
2501,7,32.5,0.338,,,,,
2502,7,58.0,0.337,,,,,
2503,7,13.1,0.336,,,,,
2504,7,18.7,0.335,,,,,
2505,7,18.7,0.335,,,,,
2506,7,22.7,0.331,,,,,
2507,7,21.4,0.33,,,,,
2508,7,32.5,0.327,,,,,
2509,7,18.7,0.324,,,,,
2510,7,18.0,0.322,,,,,
2511,7,17.6,0.322,,,,,
2512,7,24.2,0.321,,,,,
2513,7,11.1,0.321,,,,,
2514,7,18.7,0.32,,,,,
